replicate,seed,success,error,change_index,change_date,beta1,beta2,e_mult,i_mult,R_before,R_after,optimizer_success,SSE,RMSE,R2,AIC,BIC
191,3923011130,True,,23,2025-05-24,0.29597080847712304,0.17235541885849764,1.0342826241103718,1.0101700253321864,1.479854042385615,0.8617770942924882,True,564172928.4594377,1920.2616387286384,0.8761114858440846,2323.4263181281713,2338.5785077351334
192,331319303,True,,23,2025-05-24,0.27980602135194044,0.1756918179701543,0.9994901317666335,1.0002486608425303,1.3990301067597022,0.8784590898507714,True,491707073.63559765,1792.6995629799437,0.8856527066339044,2302.392236935856,2317.544426542818
193,2753259955,True,,23,2025-05-24,0.27976946911588396,0.17521266909891237,1.0019097886483805,0.9990257470136369,1.3988473455794197,0.8760633454945618,True,549317099.5690322,1894.8107663617684,0.8624410498581337,2319.3435214457054,2334.4957110526675
194,234330735,True,,19,2025-05-20,0.2799820794843848,0.17636999472543355,0.9991182542417042,0.9993964991173535,1.399910397421924,0.8818499736271677,True,628864782.095389,2027.3695602816945,0.8339165335592058,2340.0353012931714,2355.1874909001335
195,3959368159,True,,22,2025-05-23,0.28012696179341046,0.17684064724347728,1.0007745341807335,1.0003214831728664,1.4006348089670522,0.8842032362173864,True,390746539.1653091,1598.0922841916451,0.8921679064959536,2267.229157586535,2282.3813471934973
196,1594483378,True,,19,2025-05-20,0.2794734393782865,0.17692423656342326,0.927954701823112,0.7408816405938918,1.3973671968914325,0.8846211828171163,True,912019077.053892,2441.4972865748255,0.8106488028305241,2396.912232270196,2412.064421877158
197,582918810,True,,27,2025-05-28,0.18526555569629483,0.1774136626630501,0.09608586317774831,4.302215688311862,0.9263277784814741,0.8870683133152504,True,1573180031.274152,3206.5904675571596,0.637308379057117,2480.326828549932,2495.479018156894
198,1189409657,True,,24,2025-05-25,0.28000948239190204,0.16999979639586907,1.000078619508867,0.9996855035657547,1.40004741195951,0.8499989819793453,True,801113737.6556561,2288.238951905452,0.7809936620066326,2377.0745619248496,2392.2267515318117
199,803380069,True,,22,2025-05-23,0.28630386789845536,0.1737426865968489,0.9997789063773621,0.9998541162790343,1.4315193394922767,0.8687134329842445,True,571370498.4413946,1932.471914991609,0.8790394446404959,2325.3659056931615,2340.5180953001236
200,35605179,True,,21,2025-05-22,0.29225759416945374,0.17902331105624245,0.9707130178529942,0.978757792307206,1.4612879708472686,0.8951165552812121,True,584825355.6197138,1955.092822662619,0.8349819473461835,2328.9270429800413,2344.0792325870034
201,3058260537,True,,22,2025-05-23,0.2878909767322906,0.17608638971094331,0.9996264706503172,1.0005157983926223,1.439454883661453,0.8804319485547165,True,615678077.1365887,2006.0009271799913,0.8358209144147776,2336.7929198018987,2351.945109408861
202,3622311487,True,,22,2025-05-23,0.28339302307226927,0.1766029993681412,0.9915841148347283,1.0081475428535813,1.4169651153613463,0.883014996840706,True,623515813.0559543,2018.7289941940453,0.8386420437990254,2338.728354758595,2353.880544365557
203,3128175526,True,,20,2025-05-21,0.2770201041601165,0.17467882713458724,0.9997983053868745,1.0081266931762427,1.3851005208005824,0.8733941356729361,True,592089226.4915721,1967.1970479428624,0.8660586313282989,2330.8156870201133,2345.9678766270754
204,2854482671,True,,21,2025-05-22,0.2775582427905311,0.1760279050235315,1.0000028405058756,0.9928581100245145,1.3877912139526554,0.8801395251176575,True,474060555.53797466,1760.237200923834,0.8505937960835407,2296.8003787742027,2311.952568381165
205,2846397249,True,,22,2025-05-23,0.2800715142920035,0.17562118899420678,1.080512966670765,1.0005022471443807,1.4003575714600174,0.8781059449710339,True,418388948.26168615,1653.653013570884,0.8893801854588524,2277.687072606832,2292.839262213794
206,3668040590,True,,21,2025-05-22,0.27950335449695485,0.17535968960157994,1.0023134902155502,0.9984412821592968,1.3975167724847741,0.8767984480078996,True,632199428.2686101,2032.7376630997862,0.8528037073365953,2340.8444623961313,2355.9966520030935
207,3741645523,True,,20,2025-05-21,0.27976832583564915,0.17293749665887845,1.0005150747045009,0.9994861309863317,1.3988416291782457,0.8646874832943922,True,738954353.4728377,2197.673091285949,0.8303797559840006,2364.7172445098277,2379.8694341167898
208,21834974,True,,23,2025-05-24,0.2933451712416755,0.1733608850127917,1.0097151391665418,1.0146776741716008,1.4667258562083774,0.8668044250639585,True,591114317.7880647,1965.5768296163358,0.8605687717505728,2330.563556157062,2345.715745764024
209,3547842047,True,,27,2025-05-28,0.24511425597600386,0.1719796063738012,0.9212399457412802,0.9394575741010895,1.2255712798800193,0.8598980318690059,True,524547755.80520236,1851.5984188287605,0.8649055521612264,2312.284193893692,2327.4363835006543
210,14835848,True,,25,2025-05-26,0.26369683783174613,0.17262218858081915,0.7873046281003475,1.0011769130980614,1.3184841891587307,0.8631109429040957,True,404502608.34619236,1625.9790581946409,0.8995112493909376,2272.5228156698327,2287.6750052767948
211,3162179397,True,,26,2025-05-27,0.25440306303751364,0.1738268156478336,0.8351501553541868,0.8170791455012443,1.2720153151875682,0.8691340782391679,True,772597162.1298504,2247.1436657328936,0.8120369513299238,2371.5290532891304,2386.6812428960925
212,662131595,True,,18,2025-05-19,0.2746366770321304,0.1771090274010809,0.9854212211720244,1.0147742516037082,1.3731833851606519,0.8855451370054044,True,589313909.6795372,1962.581183000147,0.8422283775403562,2330.0968396760486,2345.2490292830107
213,452817500,True,,22,2025-05-23,0.28004145618662063,0.17525961631039091,1.0006311718631398,0.9996240373838752,1.400207280933103,0.8762980815519545,True,542897943.51451,1883.7071354088623,0.8586017403866811,2317.545080395393,2332.6972700023553
214,3785781853,True,,26,2025-05-27,0.16879538963373933,0.17955892162904133,0.18795201653764365,4.054969334965624,0.8439769481686966,0.8977946081452066,True,1847455371.4704626,3474.891611109226,0.5257862511968805,2504.9154813382097,2520.067670945172
215,2790272644,True,,23,2025-05-24,0.27151866091290006,0.17286492806190035,0.9999462052964042,0.9810125582302105,1.3575933045645001,0.8643246403095017,True,1019827134.1860667,2581.770095253552,0.7586463664117353,2414.006540986486,2429.158730593448
216,1595142574,True,,15,2025-05-16,0.27775753575015316,0.17733623355805075,0.9997917256927651,1.0033182490044856,1.3887876787507658,0.8866811677902537,True,855677136.1224293,2364.880762408125,0.7883709742962712,2387.155761912994,2402.307951519956
217,3581444862,True,,21,2025-05-22,0.2799982023780753,0.17158046170582078,1.0005864678377678,0.9995380417995416,1.3999910118903764,0.8579023085291039,True,427736067.9025035,1672.022898923985,0.9084975353297979,2281.0675836583464,2296.2197732653085
218,1320952360,True,,26,2025-05-27,0.24537562840401794,0.17377873937081317,0.8628627765721522,0.9099451394682159,1.2268781420200896,0.8688936968540658,True,513844087.4163527,1832.6096386542824,0.8606054775163675,2309.129856193081,2324.2820458000433
219,3675249756,True,,22,2025-05-23,0.28106709496378796,0.1727849145095003,0.9993772273707415,1.0086055379180805,1.4053354748189397,0.8639245725475014,True,604481440.4674715,1987.6768067325959,0.8642139548455651,2333.98487139185,2349.137060998812
220,3306018513,True,,22,2025-05-23,0.28017296596938857,0.1771984422521165,0.9891250995128599,0.9999258752828639,1.4008648298469428,0.8859922112605825,True,728494671.6278137,2182.0639501478254,0.8405079830220237,2362.536101045722,2377.688290652684
221,2090689493,True,,21,2025-05-22,0.279626382318538,0.17224841751228942,0.9996178687462445,0.9999139551123012,1.3981319115926898,0.861242087561447,True,688061113.3955251,2120.644114438222,0.8458890415027228,2353.799395620013,2368.951585226975
222,3717708733,True,,28,2025-05-29,0.18866169119490891,0.17643640026680535,0.09206038353481467,3.448596359274143,0.9433084559745445,0.8821820013340267,True,928114094.928349,2462.9464459484548,0.7488773620517588,2399.5887782650243,2414.7409678719864
223,2090002764,True,,21,2025-05-22,0.264829916154672,0.17806551876814364,0.9825348220282434,0.9765887286195225,1.3241495807733599,0.8903275938407181,True,595913587.5552554,1973.5399791696022,0.8444431435565034,2331.8007507877232,2346.9529403946854
224,2509678903,True,,22,2025-05-23,0.26609338354724177,0.17629857762488577,0.9999220401289336,0.9999176520242504,1.3304669177362087,0.8814928881244288,True,465386412.0043668,1744.0588450308958,0.8825427770291515,2293.9749256668474,2309.1271152738095
225,1241118840,True,,35,2025-06-05,0.21367199283973773,0.1708532706983895,0.17764897702429094,2.1027957788103135,1.0683599641986885,0.8542663534919474,True,649811180.1859591,2060.8570781692397,0.8382491251736657,2345.048433181558,2360.20062278852
226,2559044702,True,,19,2025-05-20,0.2794229984420648,0.17513024935257376,0.9847220427487258,0.9966211733183985,1.3971149922103239,0.8756512467628688,True,726406835.1615549,2178.9348527570032,0.8265942784153861,2362.0969796383633,2377.2491692453254
227,1080502851,True,,22,2025-05-23,0.28016485815734415,0.1753585185820887,1.0000647597348349,0.9997781607986499,1.4008242907867208,0.8767925929104434,True,548301501.5913653,1893.0583575372427,0.8670353192024776,2319.0603875141874,2334.2125771211495
228,477220997,True,,19,2025-05-20,0.27541266678635473,0.17689699412650622,1.004456871033284,1.0042230718967935,1.3770633339317735,0.8844849706325311,True,632396239.4942486,2033.0540462231618,0.8378519322253849,2340.8920857093112,2356.0442753162733
229,752205539,True,,18,2025-05-19,0.2798461099271238,0.17930192953624696,1.3580424580107715,0.5305935515548305,1.3992305496356188,0.8965096476812348,True,709504455.0863174,2153.435399581796,0.8202143492994033,2358.494830088578,2373.64701969554
230,2480092364,True,,22,2025-05-23,0.2857373699506354,0.1740425219207012,0.9998668153950433,0.999860785347508,1.428686849753177,0.8702126096035059,True,370425943.5086586,1555.983482590933,0.9113037198668309,2259.0581053504443,2274.2102949574064
231,4088663658,True,,20,2025-05-21,0.2761054377259071,0.17639617627939136,0.9998640331232062,0.8874901926124578,1.3805271886295356,0.8819808813969567,True,558515207.0535958,1910.6088531912499,0.8595073553343101,2321.8842359137548,2337.036425520717
232,2147746482,True,,20,2025-05-21,0.2560093899484705,0.17500185391706136,0.9443339533290168,1.0183180654758128,1.2800469497423523,0.8750092695853068,True,875856363.404665,2392.6034762997674,0.8131394367839473,2390.7220360382066,2405.8742256451687
233,255645609,True,,23,2025-05-24,0.28027874517890444,0.17469764971520063,0.9963337277714795,1.0245431914016943,1.4013937258945222,0.8734882485760032,True,291382458.20418614,1380.021924151378,0.9271109711985951,2222.335527517928,2237.48771712489
234,1768383617,True,,20,2025-05-21,0.28004703912456935,0.17430465918435037,0.9986747883719541,1.0005340594888503,1.4002351956228467,0.8715232959217518,True,786538776.0763404,2267.328012049524,0.8015720181573166,2374.2653429681704,2389.4175325751326
235,1367089003,True,,21,2025-05-22,0.27967554202258643,0.17411383407909817,0.9978475245552112,0.9990940716479233,1.398377710112932,0.8705691703954908,True,480385283.5133206,1771.9404885205104,0.8796864678600238,2298.8281471508744,2313.9803367578365
236,2959390250,True,,26,2025-05-27,0.27839151804555334,0.17193802046307605,0.9852289277802652,1.0139841578329427,1.3919575902277666,0.8596901023153802,True,589463332.6712775,1962.8299775393957,0.8601074254125289,2330.1356285447805,2345.2878181517426
